,0,1,2,3,4,5,6,7,8,9,ATS_KDCD_DTL,LABEL
0,0,0,0,0,0,0,0,0,1,628,펌뱅킹 입금이체,28
1,0,0,0,0,0,0,0,0,1,3162,인터넷뱅킹 대량이체,19
2,0,0,0,0,0,0,0,0,1,3163,인터넷뱅킹 대량이체,19
3,0,0,0,0,0,0,0,0,1,2213,인터넷뱅킹 대량이체,19
4,0,0,0,0,0,0,0,0,1,3164,인터넷뱅킹 대량이체,19
5,0,0,0,0,0,0,0,0,1,4019,인터넷뱅킹 대량이체,19
6,0,0,0,0,0,0,0,0,1,3165,인터넷뱅킹 대량이체,19
7,0,0,0,0,0,0,0,1,277,66,인터넷뱅킹 대량이체,19
8,0,0,0,0,0,0,0,0,1,4020,인터넷뱅킹 대량이체,19
9,0,0,0,0,0,0,0,0,1,15313,인터넷뱅킹 대량이체,19
10,0,0,0,0,0,0,0,0,1,1089,인터넷뱅킹 대량이체,19
11,0,0,0,0,0,0,0,0,31559,5,인터넷뱅킹 대량이체,24
12,0,0,0,0,0,0,0,0,31559,1704,인터넷뱅킹 대량이체,25
13,0,0,0,0,0,0,0,31559,549,5,인터넷뱅킹 대량이체,24
14,0,0,0,0,0,0,0,0,31559,386,인터넷뱅킹 대량이체,17
15,0,0,0,0,0,0,0,31559,121,629,인터넷뱅킹 대량이체,19
16,0,0,0,0,0,0,0,0,1,5,인터넷뱅킹 대량이체,24
17,0,0,0,0,0,0,0,0,1,1,인터넷뱅킹 대량이체,18
18,0,0,0,0,0,0,31559,1637,153,121,인터넷뱅킹 대량이체,24
19,0,0,0,0,0,31559,102,108,138,844,인터넷뱅킹 대량이체,19
20,0,0,0,0,0,0,0,0,1,319,인터넷뱅킹 대량이체,17
21,0,0,0,0,0,0,0,0,31559,752,인터넷뱅킹 대량이체,24
22,0,0,0,0,0,0,0,0,1,388,인터넷뱅킹 대량이체,25
23,0,0,0,0,1,4016,102,108,138,844,인터넷뱅킹 대량이체,19
24,0,0,0,0,0,0,0,1,1099,390,인터넷뱅킹 대량이체,28
25,0,0,0,0,0,0,0,0,1,5545,전자뱅킹예약건별이체,0
26,0,0,0,0,0,0,0,1,239,404,인터넷뱅킹 대량이체,18
27,0,0,0,0,0,0,0,0,1,87,인터넷뱅킹 대량이체,24
28,0,0,0,0,0,0,0,0,1,517,인터넷뱅킹 대량이체,24
29,0,0,0,0,0,0,0,0,1,229,인터넷뱅킹 대량이체,24
30,0,0,0,0,0,0,0,1,229,68,인터넷뱅킹 대량이체,24
31,0,0,0,0,0,0,0,1,1099,390,인터넷뱅킹 대량이체,28
32,0,0,0,0,0,0,0,0,1,103,인터넷뱅킹 대량이체,16
33,0,0,0,0,0,0,0,0,1,5546,인터넷뱅킹 대량이체,17
34,0,0,0,0,0,0,0,1,1,1705,인터넷뱅킹 대량이체,19
35,0,0,0,0,0,0,0,1,4045,212,인터넷뱅킹 대량이체,24
36,0,0,0,0,0,0,0,0,1,181,인터넷뱅킹 대량이체,17
37,0,0,0,0,0,0,0,0,1,226,인터넷뱅킹 대량이체,17
38,0,0,0,0,0,0,0,1,720,201,인터넷뱅킹 대량이체,24
39,0,0,0,0,0,0,0,1,6,1520,인터넷뱅킹 대량이체,25
40,0,0,0,0,0,0,1,568,2596,240,인터넷뱅킹 대량이체,24
41,0,0,0,0,0,0,0,0,1,5,인터넷뱅킹 대량이체,24
42,0,0,0,0,0,0,0,0,1,5,전자뱅킹예약건별이체,24
43,0,0,0,0,0,0,1,5,953,307,인터넷뱅킹 대량이체,24
44,0,0,0,0,0,0,0,1,5,5547,전자뱅킹예약건별이체,24
45,0,0,0,0,0,0,0,1,15,404,인터넷뱅킹 대량이체,18
46,0,0,0,0,0,0,0,0,1,15314,전자뱅킹예약건별이체,0
47,0,0,0,0,0,0,0,1,44037,5,인터넷뱅킹 대량이체,24
48,0,0,0,0,0,0,0,1,44037,8513,인터넷뱅킹 대량이체,24
49,0,0,0,0,0,0,0,1,44037,2594,인터넷뱅킹 대량이체,24
50,0,0,0,0,0,0,0,1,1924,5,인터넷뱅킹 대량이체,24
51,0,0,0,0,0,0,0,1,1924,1398,인터넷뱅킹 대량이체,24
52,0,0,0,0,0,0,0,1,1924,1,인터넷뱅킹 대량이체,17
53,0,0,0,0,0,0,0,1,1924,1,인터넷뱅킹 대량이체,24
54,0,0,0,0,0,0,0,1,1924,87,인터넷뱅킹 대량이체,24
55,0,0,0,0,0,0,0,1,1924,658,인터넷뱅킹 대량이체,30
56,0,0,0,0,0,0,0,1,44037,659,인터넷뱅킹 대량이체,24
57,0,0,0,0,0,0,0,1,1924,659,인터넷뱅킹 대량이체,24
58,0,0,0,0,0,0,0,1,1924,200,인터넷뱅킹 대량이체,19
59,0,0,0,0,0,0,0,1,1924,102,인터넷뱅킹 대량이체,19
60,0,0,0,0,0,0,0,1,1924,5,인터넷뱅킹 대량이체,24
61,0,0,0,0,0,0,0,0,1,954,인터넷뱅킹 대량이체,16
62,0,0,0,0,0,0,0,1,905,687,인터넷뱅킹 대량이체,24
63,0,0,0,0,0,0,0,1,1,687,인터넷뱅킹 대량이체,24
64,0,0,0,0,0,0,0,1,171,87,인터넷뱅킹 대량이체,24
65,0,0,0,0,0,0,1,171,989,1,인터넷뱅킹 대량이체,17
66,0,0,0,0,0,0,0,0,1,898,인터넷뱅킹 대량이체,24
67,0,0,0,0,0,0,0,0,1,229,인터넷뱅킹 대량이체,24
68,0,0,0,0,0,0,0,0,1,103,인터넷뱅킹 대량이체,16
69,0,0,0,0,0,0,0,0,1,427,인터넷뱅킹 대량이체,24
70,0,0,0,0,0,0,0,0,1,3168,인터넷뱅킹 대량이체,28
71,0,0,0,0,0,0,0,1,4739,390,인터넷뱅킹 대량이체,28
72,0,0,0,0,0,0,0,1,1094,57,인터넷뱅킹 대량이체,25
73,0,0,0,0,0,0,0,1,5549,687,인터넷뱅킹 대량이체,24
74,0,0,0,0,0,0,0,1,8454,2214,인터넷뱅킹 대량이체,16
75,0,0,0,0,0,0,0,0,1,1,인터넷뱅킹 대량이체,16
76,0,0,0,0,0,0,0,0,1,201,인터넷뱅킹 대량이체,24
77,0,0,0,0,0,0,0,0,1,229,인터넷뱅킹 대량이체,24
78,0,0,0,0,0,0,0,0,1,103,인터넷뱅킹 대량이체,16
79,0,0,0,0,0,0,0,0,1,1,인터넷뱅킹 대량이체,16
80,0,0,0,0,0,0,0,0,1,427,인터넷뱅킹 대량이체,24
81,0,0,0,0,0,0,0,1,3498,1,인터넷뱅킹 대량이체,25
82,0,0,0,0,0,1,8254,881,1,92,인터넷뱅킹 대량이체,25
83,0,0,0,0,0,0,0,1,483,18,인터넷뱅킹 대량이체,25
84,0,0,0,0,0,0,0,1,239,404,인터넷뱅킹 대량이체,18
85,0,0,0,0,0,0,0,0,1,631,전자뱅킹예약건별이체,16
86,0,0,0,0,0,0,0,0,1,1,인터넷뱅킹 대량이체,25
87,0,0,0,0,0,0,0,1,1272,5,인터넷뱅킹 대량이체,24
88,0,0,0,0,0,0,0,0,1,19,전자뱅킹예약건별이체,28
89,0,0,0,0,0,0,1,19,549,4027,인터넷뱅킹 대량이체,25
90,0,0,0,0,0,0,0,0,1,87,인터넷뱅킹 대량이체,24
91,0,0,0,0,0,0,0,1,312,6569,인터넷뱅킹 대량이체,25
92,0,0,0,0,0,0,0,0,1,171,인터넷뱅킹 대량이체,19
93,0,0,0,0,0,0,0,1,1,121,인터넷뱅킹 대량이체,24
94,0,0,0,0,0,0,0,1,171,201,인터넷뱅킹 대량이체,24
95,0,0,0,0,0,0,0,1,229,8459,인터넷뱅킹 대량이체,24
